title,keyword,abstract,field,authors,date,doi,references
Developing Tactical Skills through the Use of Static and Dynamic Soccer Visualizations: An Expert–Nonexpert Differences Investigation,,,Applied Psychology,"Aïmen Khacharem,Bachir Zoudji,Slava Kalyuga,Hubert Ripoll",2024,10.1080/10413200.2012.735342,"10.1002/acp.1343, 10.3758/BF03196585, 10.1037/1076-898X.8.1.6, 10.1017/CBO9780511816819.019, 10.1016/j.learninstruc.2008.03.004, 10.1016/j.learninstruc.2009.02.014, 10.1016/0010-0285(73)90004-2, 10.1002/acp.1344, 10.1007/BF00309145, 10.1017/S0140525X01003922, 10.1080/13506280444000021A, 10.1146/annurev.psych.47.1.273, 10.1016/S0140-6736(00)03649-7, 10.1097/00001888-199910000-00049, 10.1037/1076-898X.10.1.42, 10.1037/a0017683, 10.1017/CBO9780511610448.005, 10.1207/s1532690xci2104_1, 10.1016/j.learninstruc.2007.09.013, 10.1123/jsep.28.1.49, 10.1017/CBO9780511816819.022, 10.1002/acp.1249, 10.1007/s10648-007-9054-3, 10.1016/j.chb.2007.02.018, 10.1207/S15326985EP3801_4, 10.1037/0022-0663.92.1.126, 10.1080/01443410124681, 10.1007/s10648-012-9195-x, 10.1037/0022-0663.96.3.558, 10.1207/S1532690XCI2001_3, 10.1037/0022-0663.98.4.902, 10.1016/S0959-4752(02)00019-1, 10.1007/BF03172967, 10.1016/j.learninstruc.2004.06.003, 10.1002/acp.1712, 10.1123/jsep.29.4.457, 10.1080/026404100365180, 10.1002/acp.1350, 10.1037/1076-898X.11.4.256, 10.1207/S15326985EP3801_6, 10.1007/s10648-007-9047-2, 10.1006/ijhc.2002.1019, 10.1037/0022-0663.84.4.429, 10.1207/S15326985EP3801_1, 10.1023/B:TRUC.0000021806.17516.d0, 10.1002/acp.1349, 10.1177/001872089303500412, 10.1207/S15326985EP3801_8, 10.1037/0022-0663.82.1.135, 10.1007/978-1-4419-8126-4, 10.1006/ijhc.2002.1017, "
Caractéristiques fonctionnelles du système mnémonique des experts et des novices dans les pratiques sportives à dominante décisionnelle,,,,"Bachir Zoudji,Bettina Debû,Bernard Thon",2024,,
Défendre une cause perdue ?,,,Sociology and Political Science,Clément Barbier,2024,10.3917/pox.127.0109,"10.1080/04353684.1989.11879583, "
L'état de référence. Un mythe à déconstruire?,,,,"Corinne Beck,Anne Bridault,Sylvain Dournel,Fabrice Gregoire,Marie-Christine Marinval,Bertrand Sajaloli,P Valette",2024,,
Wie LogistikarbeiterInnen Machtverhältnisse deuten.,,,,"Clément Barbier,Cécile Cuny",2024,,
An Intelligent Approach to Prospecting Real Estate and Real Estate Development,,,,Abdessalam Hijab,2024,,
« Le droit de grève dans les transports »,,,,Stéphane Michel,2024,,
Robust trajectory tracking of quadrotors using adaptive radial basis function network compensation control,,,"Applied Mathematics,Computer Networks and Communications,Signal Processing,Control and Systems Engineering","Oussama Bouaiss,Raihane Mechgoug,Abdelmalik Taleb-Ahmed,Ala Eddine Brikel",2024,10.1016/j.jfranklin.2023.12.045,"10.1016/j.arcontrol.2018.10.009, 10.1016/j.isatra.2019.10.003, 10.1016/j.ifacol.2022.07.320, 10.1016/j.asej.2022.101748, 10.1016/j.conengprac.2019.03.012, 10.1016/j.isatra.2020.06.006, 10.1016/j.jfranklin.2020.09.009, 10.1016/j.ast.2022.107818, 10.1016/j.compeleceng.2022.108336, 10.1016/j.ymssp.2019.03.035, 10.1016/j.jfranklin.2020.02.014, 10.1016/j.ast.2020.105683, 10.1016/j.ast.2019.105551, 10.1016/j.ymssp.2019.04.064, 10.1109/TAES.2021.3061795, 10.1016/j.ast.2020.106061, 10.1016/j.ast.2018.12.013, 10.1016/j.neucom.2010.03.012, 10.1016/j.neucom.2016.07.033, 10.1016/j.isatra.2018.06.003, 10.1631/FITEE.1900641, 10.1016/j.asoc.2019.105541, 10.1016/j.ijleo.2015.07.032, 10.1016/j.jocs.2019.101051, 10.1016/j.ifacol.2022.11.209, 10.1016/j.ifacol.2016.09.060, 10.1109/TNN.2010.2042611, 10.1007/s00521-017-2874-2, "
Skilled memory performance in soccer coaches and players,,,Applied Psychology,"Claire Locquet,Bachir Zoudji,Allister Mcrobert,Paul Ford,Marc Williams,Hubert Ripoll",2024,10.1123/jsep.30.s1.s28,
On the Jesuit Edition of Newton’s Principia. Science and Advanced Researches in the Western Civilization,,,,"Paolo Bussotti,Raffaele Pisano",2024,10.4236/ahs.2014.31005,
Quand Mr Smith est à Oslo et devient (presque) Machiavel : Occupied,Occupation série Russie Occupied politique fiction Norvège,,,Emmanuel Cherrier,2024,,
Point de départ du délai de prescription de l'action en responsabilité de l'emprunteur assuré contre la banque en cas de manquement à son devoir de conseil,"Assurance emprunteurs,Prescription biennale,Assurance",,,Nicolas Leblond,2024,,
Single electron transistor: Energy-level broadening effect and thermionic contribution,,,"Condensed Matter Physics,Atomic and Molecular Physics, and Optics,Electronic, Optical and Magnetic Materials","A. Nasri,A. Boubaker,W. Khaldi,Bilel Hafsi,A. Kalboussi",2024,10.1134/S1063782617120144,"10.1134/1.1365198, 10.1134/1.1187860, 10.1134/1.1188111, 10.1109/TED.2015.2452575, 10.1134/S1063782616090062, 10.1126/science.1061797, 10.1039/C5NR03294F, 10.1039/C4CS00231H, 10.1021/nn3003086, 10.1126/science.280.5367.1238, 10.1109/JSEN.2008.923224, 10.1134/S1063782616040060, 10.1007/s11664-012-2315-z, 10.1109/TED.2004.837369, 10.1109/TED.2009.2023954, 10.1109/TNANO.2009.2022833, 10.1007/978-3-7091-6257-6, 10.1017/CBO9780511805776, 10.1063/1.4931611, 10.1166/asem.2016.1892, 10.1109/TED.2015.2452575, 10.1155/2001/71879, 10.1016/j.mejo.2008.06.089, "
"Structural evolution and charge storage mechanism of sputtered LiMn15Ni1,5O4 thin films by X-ray diffraction and Raman spectroscopy",,,,"Ankush Bhatia,Clément Leviel,Maxime Hallot,Jean Pierre Pereira-Ramos,C. Lethien,Pascal Roussel,Rita Baddour-Hadjean",2024,,
Solar-Driven Ammonia Production through Engineering of the Electronic Structure of a Zr-Based MOF,,,"Inorganic Chemistry,Physical and Theoretical Chemistry","Nasrin Shokouhfar,Sravan Kumar Kilaparthi,Alexandre Barras,B. Moses Abraham,Ahmed Addad,Pascal Roussel,Sakshi Bhatt,Suman Lata Jain,Sabine Szunerits,Ali Morsali,Rabah Boukherroub",2024,10.1021/acs.inorgchem.3c02583,"10.1002/anie.202002029, 10.1016/j.proci.2018.09.029, 10.1038/ncomms8800, 10.1016/j.ijhydene.2013.05.144, 10.1016/j.ccr.2013.02.010, 10.1021/acscatal.7b00439, 10.1016/j.nanoen.2016.01.029, 10.1021/cr100454n, 10.1016/j.ccr.2021.213785, 10.1021/acs.chemrev.6b00396, 10.1021/acscatal.9b00313, 10.1021/acs.accounts.6b00523, 10.1021/acsaem.8b00829, 10.1002/smtd.201800388, 10.1039/C3CS60206K, 10.1016/j.jes.2022.01.005, 10.1016/j.pecs.2020.100870, 10.1002/smll.201700632, 10.1039/C5CS00837A, 10.1039/C8DT03196G, 10.1016/j.ccr.2021.214177, 10.1039/C7TA01278K, 10.1002/adma.201605071, 10.1016/j.ccr.2018.10.001, 10.1016/j.cej.2019.123196, 10.1016/j.apsusc.2016.07.030, 10.1039/C5TA06540B, 10.1016/j.apcatb.2016.08.002, 10.1002/solr.202100233, 10.1002/admt.202100993, 10.1039/D0RA03562A, 10.1016/j.apcatb.2020.118700, 10.1021/acs.inorgchem.1c00792, 10.1021/acsami.2c04712, 10.1021/ja076721g, 10.1039/C6TA10183F, 10.1016/j.apcatb.2011.09.001, 10.1016/j.apcatb.2013.04.058, 10.1039/D2SC02979K, 10.1016/S0022-2852(03)00106-1, 10.1039/D3GC02521G, 10.1021/jacs.0c03175, 10.1021/acs.chemmater.7b04128, 10.1002/adma.201704501, 10.1515/pac-2014-1117, 10.1007/s10934-021-01141-w, 10.1063/1.5126077, 10.1038/s42004-020-00361-6, 10.1016/j.ijhydene.2020.07.168, 10.1021/jacs.9b13070, 10.1039/D1MA00330E, 10.1016/j.diamond.2013.06.012, 10.1016/j.apsusc.2014.05.036, 10.1039/C5CC08897F, 10.1007/s10853-020-04862-6, 10.1039/D2VA00010E, 10.1021/ic50082a020, 10.3390/ma10101189, 10.1038/s41598-021-98052-2, 10.1002/sia.5935, 10.1021/ja00322a004, 10.1002/adma.201706498, 10.1116/1.568833, 10.1016/j.seppur.2022.120620, 10.1021/jacs.9b09538, 10.1021/acs.nanolett.1c04574, 10.1002/adma.202210235, 10.1002/adfm.202102511, 10.1021/jacs.7b12916, 10.1002/advs.201802109, 10.1039/C9TA05216J, 10.1016/j.apcatb.2018.11.027, "
Stability for Degenerate Wave Equations with Drift Under Simultaneous Degenerate Damping,"Degenerate wave equation,Degenerate damping drift exponential stability,Degenerate damping,Drift,Exponential stability",,,"Mohammad Akil,Genni Fragnelli,Ibtissam Issa",2024,10.2139/ssrn.4687541,"10.3934/cpaa.2021092, 10.1007/s00028-006-0222-6, 10.1137/15M1020538, 10.1002/mma.8464, 10.1006/jmaa.1999.6335, 10.2298/FIL1817045B, 10.1515/anona-2017-0113, 10.1016/j.na.2019.111742, 10.1137/22M151491X, 10.3934/nhm.2007.2.695, 10.1016/S0362-546X(98)00220-X, 10.3233/ASY-1993-7301, 10.1007/BF01211483, 10.2307/1969644, 10.1016/j.jde.2015.09.019, 10.1515/anona-2020-0034, 10.1515/anona-2015-0163, 10.1137/080716827, 10.1137/120901374, 10.1080/135048699334500, 10.1007/978-3-642-66282-9, 10.3934/dcdss.2022031, 10.1007/s00526-005-0347-4, 10.1137/15M1049385, 10.3934/naco.2022001, 10.1016/j.chaos.2021.111220, 10.1007/s10440-021-00384-8, 10.1007/s11424-016-5281-3, "
Elastic wave propagation along a 1D chain of pillars,,,,"Rock Akiki,Laurent Carpentier,Adnane Noual,Bernard Bonello,Bahram Djafari-Rouhani,Yan Pennec",2024,,
Surface acoustic wave confinement inside uncorrelated distributions of subwavelength scatterers,,,General Physics and Astronomy,"Thibault Deletang,Adnane Noual,Bernard Bonello,Roman Buisine,Yan Pennec,Bahram Djafari-Rouhani",2024,10.1063/5.0173970,"10.1038/s41578-020-00263-y, 10.1021/nl204118h, 10.1038/ncomms1758, 10.1103/PhysRevB.73.033108, 10.1126/science.1220600, 10.1063/1.4901997, 10.1364/OPTICA.3.000763, 10.1103/PhysRevE.102.053001, 10.1126/science.1125907, 10.1103/PhysRevLett.101.134501, 10.1038/nphys3867, 10.1038/s41566-017-0006-2, 10.1103/PhysRev.109.1492, 10.1063/1.3206091, 10.1103/PhysRevLett.53.2169, 10.1038/nphys1101, 10.1103/PhysRevLett.74.4193, 10.1364/OL.36.000127, 10.1103/PhysRevLett.111.053901, 10.1038/nphoton.2013.29, 10.1038/nmat3966, 10.1038/nphys4036, 10.1103/PhysRevA.99.013835, 10.1039/D0NR06334G, 10.1103/PhysRevB.105.064204, 10.1103/PhysRevLett.94.205503, 10.1063/1.4826535, 10.1103/PhysRevB.80.041102, 10.1103/PhysRevLett.113.233901, 10.1063/1.5082619, 10.1063/1.5097461, 10.1063/1.4801890, 10.1209/0295-5075/101/67002, 10.1103/PhysRevApplied.13.024077, 10.1016/j.ultras.2014.06.005, 10.1126/science.271.5249.634, "
Dislocation density reduction for vertical GaN devices on 200 mm Si,,,,"Ziyao Gao,Youssef Hamdaoui,Idriss Abid,F Medjdoub,Elke Meissner,Sven Besendörfer,Michael Heuken",2024,,
Pushing Q-band power performances by means of buffer engineering in AlN-GaN HEMTs,,,,"Kathia Harrouche,François Grandpierron,Lyes Ben-Hammou,Etienne Okada,F Medjdoub",2024,,
Metastable liquid immiscibility in the 2018–2021 Fani Maoré lavas as a mechanism for volcanic nanolite formation,"Mineralogy,Natural hazards,Petrology,Volcanology",,"General Earth and Planetary Sciences,General Environmental Science","Simon Thivet,Luiz Pereira,Nicolas Menguy,Étienne Médard,Pauline Verdurme,Carole Berthod,David Troadec,Kai-Uwe Hess,Donald B Dingwell,Jean-Christophe Komorowski",2024,10.1038/s43247-023-01158-w,"10.2475/ajs.s5-13.73.1, 10.1016/0009-2541(78)90069-4, 10.1093/petrology/20.1.99, 10.1007/s00410-006-0111-6, 10.2138/rmg.2007.65.4, 10.1007/s00410-019-1610-6, 10.1134/S0016702908050029, 10.1016/j.chemgeo.2004.06.002, 10.1093/petrology/egm056, 10.1130/G32091.1, 10.1007/BF00371350, 10.1180/mgm.2019.71, 10.1038/s41467-019-12694-5, 10.1016/j.ceramint.2020.06.305, 10.1007/s004450050116, 10.1130/G35553.1, 10.1007/s00445-021-01451-6, 10.2138/am-2017-6052CCBYNCND, 10.1126/sciadv.abb0413, 10.1016/j.chemgeo.2021.120057, 10.1038/s41598-022-12948-1, 10.1038/s43247-022-00573-9, 10.1016/j.jnoncrysol.2020.120248, 10.1130/G47317.1, 10.1038/s43247-022-00355-3, 10.1016/j.chemgeo.2022.121297, 10.1016/j.epsl.2021.117085, 10.1038/s41561-021-00809-x, 10.1007/s00410-021-01833-1, 10.1016/j.jvolgeores.2021.107395, 10.1016/j.jvolgeores.2021.107440, 10.17600/18001217, 10.17600/18001222, 10.17600/18001745, 10.1029/RG020i003p00353, 10.1016/0009-2541(89)90011-9, 10.1016/j.chemgeo.2023.121326, 10.1016/j.epsl.2008.03.018, 10.1029/2005JB003883, 10.1016/j.chemer.2008.07.001, 10.1038/s41598-021-92407-5, 10.1016/0038-1098(86)90854-9, 10.1103/PhysRevB.79.214204, 10.1016/j.chemgeo.2017.10.035, 10.1038/s43247-022-00615-2, 10.1007/BF01017860, 10.1016/0001-6160(61)90182-1, 10.1029/2019GC008611, 10.1093/petrology/egn064, 10.1016/j.mspro.2014.10.009, 10.2138/rmg.2022.87.09, 10.2138/rmg.2022.87.01, 10.1016/S0016-7037(97)00050-1, 10.1016/j.chemgeo.2012.09.004, 10.1016/j.jnoncrysol.2015.08.027, 10.5802/crphys.150, 10.1016/S0022-3093(97)00252-4, 10.1098/rsos.230376, 10.1146/annurev-earth-031621-080308, 10.1016/j.epsl.2008.03.038, 10.2138/rmg.2021.87.16, 10.1016/j.epsl.2021.117134, 10.1038/nature07818, 10.1016/B978-0-12-385938-9.00005-5, 10.5194/se-9-431-2018, 10.1007/s00410-020-1664-5, 10.2138/am-2000-8-901, "
Gérer la transition écologique par la gouvernance collaborative : vers un outil pour l'identification et la mobilisation des Organisations de la société civile sur le territoire,Transition écologique management public gouvernance collaborative société civile capacités savoirs,,,"Youssef Khanfir,Isabelle Kustosz,Anissa Ben Hassine",2024,,
Pas d'obligation pour l'assureur de proposer une traduction du contrat d'assurance lorsque le souscripteur est étranger,"Contrat d'assurance,Traduction,Obligation d'information",,,Nicolas Leblond,2024,,
La déchéance pour fausse déclaration des conséquences du sinistre n’est pas une sanction disproportionnée,"Assurance,Contrat d'assurance - droit commun",,,Nicolas Leblond,2024,,
Quand la forme protège l’assuré de mauvaise foi,Contrat d'assurance,,,Nicolas Leblond,2024,,
Succession dans le temps de baux dérogatoires : tous les prendre en compte,"Bail commercial,Bail dérogatoire",,,Nicolas Leblond,2024,,
Fixation conventionnelle du loyer en cours de bail et risque de déplafonnement lors du renouvellement,"Bail commercial,Loyer du bail renouvelé",,,Nicolas Leblond,2024,,
La distorsion doit résulter de la clause elle-même,"Bail commercial,Indexation",,,Nicolas Leblond,2024,,
Les baux commerciaux face au Covid-19 : à votre bon cœur les bailleurs !,"Bail commercial,Covid 19",,,Nicolas Leblond,2024,,
"Préjudice né du dépassement du mandat de gestion : les pertes, rien que les pertes",Mandat de gestion,,,Nicolas Leblond,2024,,
"Apprécier la disproportion du cautionnement : tous les revenus de la caution, même ceux émanant du débiteur","Cautionnement,Proportionnalité",,,Nicolas Leblond,2024,,
Droit de rétention : quelle connexité entre la détention et la créance ?,"Droit de rétention,Connexité",,,Nicolas Leblond,2024,,
LT GaAs nanophotoswitches for microwave sampling,"Microwave,Sampling,Opto-electronic devices",,,"Didier Decoster,Antoine Pagies,Jean-Francois Lampin,X. Wallart,Vincent Magnin,Joseph Harari,Charlotte Tripon-Canseliet,S. Faci,Stéphane Formont,Loic Ménager,Jean Chazelas,Guy Jestin",2024,,
Does imagination enhance learning? A systematic review and meta-analysis,"Imagination,Instructional designs,Learning,Meta-analysis,Prior Knowledge",,"Developmental and Educational Psychology,Education","Hajer Mguidich,Bachir Zoudji,Aïmen Khacharem",2024,10.1007/s10212-023-00754-w,"10.2307/2533446, 10.1007/s00426-023-01806-y, 10.1177/17479541231177003, 10.1016/j.compedu.2016.06.005, 10.1002/ase.1524, 10.1007/s10648-021-09606-9, 10.1111/1467-9817.00088, 10.2190/MG7X-4J8N-CKYR-P0, 10.1002/(SICI)1099-0720(199604)10:2%3C151::AID-ACP380%3E3.0.CO;2-U, 10.1007/s11423-019-09684-1, 10.1037/1076-898X.7.1.68, 10.1007/s10648-013-9222-6, 10.1037/0021-9010.79.4.481, 10.1111/j.0006-341X.2000.00455.x, 10.1136/bmj.315.7109.629, 10.1080/10671188.1964.10613343, 10.1123/jsp.5.1.25, 10.1017/CBO9781107707085.007, 10.1017/CBO9781107707085, 10.1007/s10648-015-9348-9, 10.2307/747998, 10.1177/2F000494410504900202, 10.1016/S0361-476X(02)00016-4, 10.1002/sim.1186, 10.1016/j.learninstruc.2007.09.013, 10.1177/2F1362168820971785, 10.1007/s10648-007-9054-3, 10.28945/1349, 10.1207/s15326985ep3801_4, 10.1111/bjet.12167, 10.1080/10413200.2012.718312, 10.1016/j.chb.2014.03.021, 10.1111/j.2044-8279.1975.tb02294.x, 10.1002/acp.1061, 10.1037/1076-898X.11.4.266, 10.1002/acp.1373, 10.1037/a0037142, 10.1037/edu0000310, 10.1016/j.chb.2008.12.010, 10.1007/s11606-018-4425-7, 10.1080/00220973.2016.1143796, 10.1080/02699050410001671883, 10.1002/sim.698, 10.1007/BF02766598, 10.1016/j.ijer.2012.12.002, 10.1207/S15326985EP3602_3, 10.1017/CBO9781139547369.005, 10.1002/acp.1350, 10.1186/2046-4053-4-1, 10.1177/0963721420922183, 10.1177/153944920002000304, 10.1191/026921501672063235, 10.1177/1545968308326427, 10.1037/0022-0663.68.3.355, 10.1016/j.metip.2020.100031, 10.1037/h0077014, 10.1080/00221309.1934.9917742, 10.1080/00221309.1935.9917869, 10.1016/j.edurev.2017.11.001, 10.1007/BF02504797, 10.1016/0364-0213(88)90023-7, 10.1007/978-1-4419-8126-4_14, 10.1007/978-1-4419-8126-4_5, 10.1007/s10648-019-09465-5, 10.1023/A:1022193728205, 10.1007/s11251-005-6075-5, 10.1371/journal.pone.0215052, 10.3102/0034654314564881, 10.1016/0167-8760(94)90059-0, 10.1080/00461527409529129, 10.1207/s15326985ep2404_2, 10.1037/0022-0663.82.3.513, "
Complex dynamics in a spatio-temporal regime in a chain of plasmonic nanoparticles,,,,"Abdelmajid Taki,Zohair Ziani,Gaëtan Lévêque,Saliya Coulibaly,Abdellatif Akjouj",2024,10.1117/12.2652077,
"Design, Fabrication and Dynamic Testing of Insect-Inspired Nano Air Vehicles",,,,"Sébastien Grondel,Damien Faux,Marguerite de La Bigne,Ahmad Itawi,Marie Zwingelstein,Sofiane Ghenna,Caroline Soyer,Eric Cattan,Olivier Thomas",2024,10.23919/MIXDES58562.2023.10203223,"10.1242/jeb.01612, 10.1242/jeb.202.23.3439, 10.1242/jeb.205.8.1087, 10.1007/s00114-004-0502-3, 10.1088/0960-1317/21/12/125020, 10.1242/jeb.142.1.87, 10.1016/j.jfluidstructs.2020.103056, 10.1016/j.jsv.2019.114883, 10.1209/0295-5075/121/66001, 10.1016/j.mee.2011.01.065, 10.1088/0960-1317/19/8/085028, 10.1515/9780691186344, 10.1088/0964-1726/22/1/014008, 10.1109/TRO.2016.2593449, 10.1109/TRO.2008.916997, 10.1038/s41586-019-1737-7, 10.1109/ICRA.2018.8460582, "
"La démission des commissaires européens, instrument de leur responsabilité éthique",,,,Ninon Forster,2024,,
"L’« outil » sémiotique, ou l’art de la recherche. À Hubert Damisch",,,,Stefania Caliandro,2024,,
Pour une écologie perceptive complexe : l’art de Tomás Saraceno,,,,Stefania Caliandro,2024,,
Du chaos à l’(in)intelligibilité catastrophique de l’art,,,,Stefania Caliandro,2024,,
CJUE et Airbnb : la messe est-elle dite ?,,,,"Ninon Forster,Alice Fuchs-Cessot",2024,,
Renoncement à une sûreté et bénéfice de subrogation,"Cautionnement,Bénéfice de subrogation",,,Nicolas Leblond,2024,,
Pas de QPC contre l'article L. 624-9 du Code de commerce,"Procédures collectives,Revendication mobilière",,,Nicolas Leblond,2024,,
Advances in Historical Studies [Editor in Chief 10/4],,,,Raffaele Pisano,2024,,
Details in Galileo’s Mechanism of Inertia as New Intellectual Historical Insights,,,,"Paolo Bussotti,Raffaele Pisano",2024,,
Salvo D'Agostino's Publications from 1964 to 2019–[posthumous 2022]: 237 Works,,,,Raffaele Pisano,2024,,
"Phenomena, Ideas & Mechanisms: Introducing the Essays in History of Physics and Mathematics",,,,Raffaele Pisano,2024,,
Paul Klee’s Grey Point,,,,Stefania Caliandro,2024,10.1007/978-3-030-29631-5_2,"10.1075/nas.2, 10.1075/pbns.31, 10.1007/978-94-015-9656-5_16, "
Photonics-enabled 1.04-Tbit/s Aggregated Data-rate in the 600-GHz-band,"THz communications,Photomixers,Tbit/s wireless links",,,"Guillaume Ducournau,Pascal Szriftgiser,Yuma Kawamoto,Weijie Gao,Abdu Subahan Mohammed,Malek Zegaoui,Mohammed Zaknoune,Tadao Nagatsuma",2024,10.1109/APMC57107.2023.10439923,"10.1109/mwsym.2018.8439226, 10.1049/el.2018.0932, 10.1109/jlt.2021.3107682, "
"Découverte de deux stations de Tulipa sylvestris L. subsp. sylvestris sur la commune de Castres (Tarn, France)","Tulipa,Sylvestris,Tarn,France,Tulipa,Sylvestris,Tarn,Castres",,,"Clother Coste,Philippe Durand,Mathieu Menand,Nicolas Leblond,Alain Gaston",2024,,
Historical and Methodological Details on the De motu gravium naturaliter descendentium in Torricelli’s Opera Gometrica (1644),,,,"Raffaele Pisano,Paolo Bussotti",2024,,
Apports de l'analyse systémique et de la géo-communication pour la mise en place d'un dispositif collaboratif dédié au processus de collecte des déchets ménagers,,,,"Abdessalam Hijab,Hafida Boulekbache-Mazouz,Eric Henry",2024,,
Communiquer la ville,,,,Hafida Boulekbache-Mazouz,2024,,
"« Une place spécifique pour la pratique gouvernementale ? », in V. Boyer et R. Reneau, Pour un droit gouvernemental ?, LGDJ, octobre 2022.",,,,Matthieu Caron,2024,,
A new strategy based on spatiogram similarity association for multi-pedestrian tracking,"Trajectory,Image color analysis,Couplings,Histograms,Interpolation,Video sequences,Computer vision",,,"Nabila Mansouri,Yousra Ben Jemaa,Cina Motamed,Antonio Pinti,Eric Watelain",2024,10.1109/IPTA.2014.7001954,"10.3141/2299-13, 10.1109/CVPR.2012.6247893, 10.1109/TITS.2008.922943, 10.1109/DICTA.2010.63, 10.1109/CVPR.2005.177, 10.1109/IVS.2004.1336346, 10.1109/ICPR.2004.1334092, 10.1109/IVS.2004.1336449, "
